inc 20250101T174149Z - 20250101T180046Z # "Codewars-Ejercicios"
inc 20250102T133214Z - 20250102T134358Z # "Codewars-Ejercicios"
inc 20250102T135212Z - 20250102T142656Z # "+Data_Science" "Coursera-Multipath-Introduction_to_Data_Analytics"
inc 20250102T145944Z - 20250102T152402Z # "DataCamp-CareerTrack-Associate_Data_Analyst_in_SQL"
inc 20250102T163713Z - 20250102T163812Z # "Codewars-Ejercicios: Resolver un ejercicio +Codewars-Ejercicios"
inc 20250102T164249Z - 20250102T164334Z # "Codewars-Ejercicios: Resolver un ejercicio +Codewars-Ejercicios"
inc 20250102T165920Z - 20250102T172251Z # "KhaAcademy-Specialization-Estadistica_de_Secundaria"
inc 20250102T172547Z - 20250102T173220Z # "KhaAcademy-Specialization-Estadistica_de_Secundaria"
inc 20250102T174223Z - 20250102T181120Z # "KhaAcademy-Specialization-Estadistica_de_Secundaria"
inc 20250103T101944Z - 20250103T104350Z # "Codewars-Ejercicios: Resolver un ejercicio +Codewars-Ejercicios"
inc 20250103T105516Z - 20250103T110723Z # "Coursera-Multipath-Introduction_to_Data_Analytics"
inc 20250103T111106Z - 20250103T113257Z # "Coursera-Multipath-Introduction_to_Data_Analytics"
inc 20250105T142331Z - 20250105T143548Z # "Codewars-Ejercicios: Resolver un ejercicio +Codewars-Ejercicios"
inc 20250105T144813Z - 20250105T150923Z # "KhaAcademy-Specialization-Algebra: Sesión 2 +KhaAcademy-Specialization-Algebra"
inc 20250105T151104Z - 20250105T153550Z # "KhaAcademy-Specialization-Statistics: Sesión 1 +KhaAcademy-Specialization-Statistics"
inc 20250105T154759Z - 20250105T155944Z # "RealPython-LearningPath-Data_Science_Core_Skills: Modulo 1 +RealPython-LearningPath-Data_Science_Core_Skills"
inc 20250105T163543Z - 20250105T165504Z # "RealPython-LearningPath-Data_Science_Core_Skills: Modulo 1 +RealPython-LearningPath-Data_Science_Core_Skills"
inc 20250107T080000Z - 20250107T083000Z # "Codewars-Ejercicios"
inc 20250107T130000Z - 20250107T133000Z # "DataCamp-CareerTrack-Associate_Data_Analyst_in_SQL"
inc 20250107T185147Z - 20250107T185640Z # "KhaAcademy-Specialization-Algebra: Sesión 1 +KhaAcademy-Specialization-Algebra"
inc 20250107T192335Z - 20250107T192649Z # "KhaAcademy-Specialization-Algebra: Sesión 1 +KhaAcademy-Specialization-Algebra"
inc 20250107T192819Z - 20250107T202421Z # "KhaAcademy-Specialization-Statistics: Sesión 1 +KhaAcademy-Specialization-Statistics"
inc 20250109T080000Z - 20250109T083000Z # "Codewars-Ejercicios"
inc 20250110T080000Z - 20250110T083000Z # "Codewars-Ejercicios"
inc 20250110T205557Z - 20250110T205617Z # "+RealPython-LearningPath-Data_Science_Core_Skills"
inc 20250110T205639Z - 20250110T205650Z # "RealPython-LearningPath-Data_Science_Core_Skills"
inc 20250110T205710Z - 20250110T213546Z # "RealPython-LearningPath-Data_Science_Core_Skills"
inc 20250111T151804Z - 20250111T154319Z # "KhaAcademy-Specialization-Algebra"
inc 20250111T155518Z - 20250111T160831Z # "KhaAcademy-Specialization-Estadistica_de_Secundaria"
inc 20250111T171939Z - 20250111T174801Z # "RealPython-LearningPath-Data_Science_Core_Skills"
inc 20250111T181821Z - 20250111T185341Z # "NoStarchPress-Book-Python_for_Data_Science"
inc 20250112T122036Z - 20250112T122959Z # "KhaAcademy-Specialization-Estadistica_de_Secundaria"
inc 20250112T125848Z - 20250112T131440Z # "KhaAcademy-Specialization-Algebra"
inc 20250112T163955Z - 20250112T172650Z # "Coursera-Multipath-Introduction_to_Data_Analytics"
inc 20250112T175143Z - 20250112T185041Z # "RealPython-LearningPath-Data_Science_Core_Skills"
inc 20250113T185013Z - 20250113T190309Z # "KhaAcademy-Specialization-Estadistica_de_Secundaria"
inc 20250113T191000Z - 20250113T194900Z # "KhaAcademy-Specialization-Estadistica_de_Secundaria"
inc 20250114T192806Z - 20250114T201248Z # "DataCamp-CareerTrack-Associate_Data_Analyst_in_SQL"
inc 20250116T080000Z - 20250116T081500Z # "Codewars-Ejercicios"
inc 20250116T081600Z - 20250116T090000Z # "Coursera-Multipath-Introduction_to_Data_Analytics"
inc 20250116T160000Z - 20250116T161000Z # "KhaAcademy-Specialization-Algebra"
inc 20250118T103147Z - 20250118T104006Z # "KhaAcademy-Specialization-Estadistica_de_Secundaria"
inc 20250118T130339Z - 20250118T131219Z # "KhaAcademy-Specialization-Estadistica_de_Secundaria"
inc 20250119T113619Z - 20250119T125450Z # "Coursera-Multipath-Introduction_to_Data_Analytics"
inc 20250119T171713Z - 20250119T181039Z # "KhaAcademy-Specialization-Estadistica_de_Secundaria"
inc 20250122T191027Z - 20250122T191454Z # "KhaAcademy-Specialization-Estadistica_de_Secundaria"
inc 20250122T191836Z - 20250122T201801Z # "Coursera-Multipath-Introduction_to_Data_Analytics"
inc 20250123T174348Z - 20250123T185727Z # "RealPython-LearningPath-Data_Science_Core_Skills"
inc 20250125T150006Z - 20250125T192129Z # "KhaAcademy-Specialization-Algebra"
inc 20250125T192129Z - 20250125T195609Z # "RealPython-LearningPath-Data_Science_Core_Skills"
inc 20250126T120000Z - 20250126T130000Z # "KhaAcademy-Specialization-Estadistica_de_Secundaria"
inc 20250126T143826Z - 20250126T145626Z # "Coursera-Multipath-Introduction_to_Data_Analytics"
inc 20250129T180000Z - 20250129T190000Z # "RealPython-LearningPath-Data_Science_Core_Skills"
